행정구역,2023년12월_전월인구수_남자인구수,2023년12월_전월인구수_여자인구수,2023년12월_전월인구수_계,2023년12월_당월인구수_남자인구수,2023년12월_당월인구수_여자인구수,2023년12월_당월인구수_계,2023년12월_인구증감_남자인구수,2023년12월_인구증감_여자인구수,2023년12월_인구증감_계,2024년01월_전월인구수_남자인구수,2024년01월_전월인구수_여자인구수,2024년01월_전월인구수_계,2024년01월_당월인구수_남자인구수,2024년01월_당월인구수_여자인구수,2024년01월_당월인구수_계,2024년01월_인구증감_남자인구수,2024년01월_인구증감_여자인구수,2024년01월_인구증감_계,2024년02월_전월인구수_남자인구수,2024년02월_전월인구수_여자인구수,2024년02월_전월인구수_계,2024년02월_당월인구수_남자인구수,2024년02월_당월인구수_여자인구수,2024년02월_당월인구수_계,2024년02월_인구증감_남자인구수,2024년02월_인구증감_여자인구수,2024년02월_인구증감_계,2024년03월_전월인구수_남자인구수,2024년03월_전월인구수_여자인구수,2024년03월_전월인구수_계,2024년03월_당월인구수_남자인구수,2024년03월_당월인구수_여자인구수,2024년03월_당월인구수_계,2024년03월_인구증감_남자인구수,2024년03월_인구증감_여자인구수,2024년03월_인구증감_계,2024년04월_전월인구수_남자인구수,2024년04월_전월인구수_여자인구수,2024년04월_전월인구수_계,2024년04월_당월인구수_남자인구수,2024년04월_당월인구수_여자인구수,2024년04월_당월인구수_계,2024년04월_인구증감_남자인구수,2024년04월_인구증감_여자인구수,2024년04월_인구증감_계,2024년05월_전월인구수_남자인구수,2024년05월_전월인구수_여자인구수,2024년05월_전월인구수_계,2024년05월_당월인구수_남자인구수,2024년05월_당월인구수_여자인구수,2024년05월_당월인구수_계,2024년05월_인구증감_남자인구수,2024년05월_인구증감_여자인구수,2024년05월_인구증감_계,2024년06월_전월인구수_남자인구수,2024년06월_전월인구수_여자인구수,2024년06월_전월인구수_계,2024년06월_당월인구수_남자인구수,2024년06월_당월인구수_여자인구수,2024년06월_당월인구수_계,2024년06월_인구증감_남자인구수,2024년06월_인구증감_여자인구수,2024년06월_인구증감_계,2024년07월_전월인구수_남자인구수,2024년07월_전월인구수_여자인구수,2024년07월_전월인구수_계,2024년07월_당월인구수_남자인구수,2024년07월_당월인구수_여자인구수,2024년07월_당월인구수_계,2024년07월_인구증감_남자인구수,2024년07월_인구증감_여자인구수,2024년07월_인구증감_계,2024년08월_전월인구수_남자인구수,2024년08월_전월인구수_여자인구수,2024년08월_전월인구수_계,2024년08월_당월인구수_남자인구수,2024년08월_당월인구수_여자인구수,2024년08월_당월인구수_계,2024년08월_인구증감_남자인구수,2024년08월_인구증감_여자인구수,2024년08월_인구증감_계,2024년09월_전월인구수_남자인구수,2024년09월_전월인구수_여자인구수,2024년09월_전월인구수_계,2024년09월_당월인구수_남자인구수,2024년09월_당월인구수_여자인구수,2024년09월_당월인구수_계,2024년09월_인구증감_남자인구수,2024년09월_인구증감_여자인구수,2024년09월_인구증감_계,2024년10월_전월인구수_남자인구수,2024년10월_전월인구수_여자인구수,2024년10월_전월인구수_계,2024년10월_당월인구수_남자인구수,2024년10월_당월인구수_여자인구수,2024년10월_당월인구수_계,2024년10월_인구증감_남자인구수,2024년10월_인구증감_여자인구수,2024년10월_인구증감_계,2024년11월_전월인구수_남자인구수,2024년11월_전월인구수_여자인구수,2024년11월_전월인구수_계,2024년11월_당월인구수_남자인구수,2024년11월_당월인구수_여자인구수,2024년11월_당월인구수_계,2024년11월_인구증감_남자인구수,2024년11월_인구증감_여자인구수,2024년11월_인구증감_계,2024년12월_전월인구수_남자인구수,2024년12월_전월인구수_여자인구수,2024년12월_전월인구수_계,2024년12월_당월인구수_남자인구수,2024년12월_당월인구수_여자인구수,2024년12월_당월인구수_계,2024년12월_인구증감_남자인구수,2024년12월_인구증감_여자인구수,2024년12월_인구증감_계,2025년01월_전월인구수_남자인구수,2025년01월_전월인구수_여자인구수,2025년01월_전월인구수_계,2025년01월_당월인구수_남자인구수,2025년01월_당월인구수_여자인구수,2025년01월_당월인구수_계,2025년01월_인구증감_남자인구수,2025년01월_인구증감_여자인구수,2025년01월_인구증감_계,2025년02월_전월인구수_남자인구수,2025년02월_전월인구수_여자인구수,2025년02월_전월인구수_계,2025년02월_당월인구수_남자인구수,2025년02월_당월인구수_여자인구수,2025년02월_당월인구수_계,2025년02월_인구증감_남자인구수,2025년02월_인구증감_여자인구수,2025년02월_인구증감_계,2025년03월_전월인구수_남자인구수,2025년03월_전월인구수_여자인구수,2025년03월_전월인구수_계,2025년03월_당월인구수_남자인구수,2025년03월_당월인구수_여자인구수,2025년03월_당월인구수_계,2025년03월_인구증감_남자인구수,2025년03월_인구증감_여자인구수,2025년03월_인구증감_계,2025년04월_전월인구수_남자인구수,2025년04월_전월인구수_여자인구수,2025년04월_전월인구수_계,2025년04월_당월인구수_남자인구수,2025년04월_당월인구수_여자인구수,2025년04월_당월인구수_계,2025년04월_인구증감_남자인구수,2025년04월_인구증감_여자인구수,2025년04월_인구증감_계,2025년05월_전월인구수_남자인구수,2025년05월_전월인구수_여자인구수,2025년05월_전월인구수_계,2025년05월_당월인구수_남자인구수,2025년05월_당월인구수_여자인구수,2025년05월_당월인구수_계,2025년05월_인구증감_남자인구수,2025년05월_인구증감_여자인구수,2025년05월_인구증감_계,2025년06월_전월인구수_남자인구수,2025년06월_전월인구수_여자인구수,2025년06월_전월인구수_계,2025년06월_당월인구수_남자인구수,2025년06월_당월인구수_여자인구수,2025년06월_당월인구수_계,2025년06월_인구증감_남자인구수,2025년06월_인구증감_여자인구수,2025년06월_인구증감_계,2025년07월_전월인구수_남자인구수,2025년07월_전월인구수_여자인구수,2025년07월_전월인구수_계,2025년07월_당월인구수_남자인구수,2025년07월_당월인구수_여자인구수,2025년07월_당월인구수_계,2025년07월_인구증감_남자인구수,2025년07월_인구증감_여자인구수,2025년07월_인구증감_계,2025년08월_전월인구수_남자인구수,2025년08월_전월인구수_여자인구수,2025년08월_전월인구수_계,2025년08월_당월인구수_남자인구수,2025년08월_당월인구수_여자인구수,2025년08월_당월인구수_계,2025년08월_인구증감_남자인구수,2025년08월_인구증감_여자인구수,2025년08월_인구증감_계,2025년09월_전월인구수_남자인구수,2025년09월_전월인구수_여자인구수,2025년09월_전월인구수_계,2025년09월_당월인구수_남자인구수,2025년09월_당월인구수_여자인구수,2025년09월_당월인구수_계,2025년09월_인구증감_남자인구수,2025년09월_인구증감_여자인구수,2025년09월_인구증감_계,2025년10월_전월인구수_남자인구수,2025년10월_전월인구수_여자인구수,2025년10월_전월인구수_계,2025년10월_당월인구수_남자인구수,2025년10월_당월인구수_여자인구수,2025년10월_당월인구수_계,2025년10월_인구증감_남자인구수,2025년10월_인구증감_여자인구수,2025년10월_인구증감_계,2025년11월_전월인구수_남자인구수,2025년11월_전월인구수_여자인구수,2025년11월_전월인구수_계,2025년11월_당월인구수_남자인구수,2025년11월_당월인구수_여자인구수,2025년11월_당월인구수_계,2025년11월_인구증감_남자인구수,2025년11월_인구증감_여자인구수,2025년11월_인구증감_계,2025년12월_전월인구수_남자인구수,2025년12월_전월인구수_여자인구수,2025년12월_전월인구수_계,2025년12월_당월인구수_남자인구수,2025년12월_당월인구수_여자인구수,2025년12월_당월인구수_계,2025년12월_인구증감_남자인구수,2025년12월_인구증감_여자인구수,2025년12월_인구증감_계
전라남도  (4600000000),"909,744","895,131","1,804,875","909,548","894,669","1,804,217",-196,-462,-658,"909,548","894,669","1,804,217","908,705","893,967","1,802,672",-843,-702,"-1,545","908,705","893,967","1,802,672","907,780","892,572","1,800,352",-925,"-1,395","-2,320","907,780","892,572","1,800,352","906,995","891,440","1,798,435",-785,"-1,132","-1,917","906,995","891,440","1,798,435","906,512","890,687","1,797,199",-483,-753,"-1,236","906,512","890,687","1,797,199","905,860","889,857","1,795,717",-652,-830,"-1,482","905,860","889,857","1,795,717","905,462","889,505","1,794,967",-398,-352,-750,"905,462","889,505","1,794,967","904,835","888,912","1,793,747",-627,-593,"-1,220","904,835","888,912","1,793,747","904,171","888,219","1,792,390",-664,-693,"-1,357","904,171","888,219","1,792,390","903,669","887,827","1,791,496",-502,-392,-894,"903,669","887,827","1,791,496","903,270","887,151","1,790,421",-399,-676,"-1,075","903,270","887,151","1,790,421","902,758","886,852","1,789,610",-512,-299,-811,"902,758","886,852","1,789,610","902,380","886,439","1,788,819",-378,-413,-791,"902,380","886,439","1,788,819","901,816","885,776","1,787,592",-564,-663,"-1,227","901,816","885,776","1,787,592","901,141","884,346","1,785,487",-675,"-1,430","-2,105","901,141","884,346","1,785,487","901,154","884,039","1,785,193",13,-307,-294,"901,154","884,039","1,785,193","901,278","883,725","1,785,003",124,-314,-190,"901,278","883,725","1,785,003","901,006","883,110","1,784,116",-272,-615,-887,"901,006","883,110","1,784,116","900,655","882,829","1,783,484",-351,-281,-632,"900,655","882,829","1,783,484","900,012","882,171","1,782,183",-643,-658,"-1,301","900,012","882,171","1,782,183","899,345","881,301","1,780,646",-667,-870,"-1,537","899,345","881,301","1,780,646","898,858","880,741","1,779,599",-487,-560,"-1,047","898,858","880,741","1,779,599","898,708","880,555","1,779,263",-150,-186,-336,"898,708","880,555","1,779,263","898,691","880,551","1,779,242",-17,-4,-21,"898,691","880,551","1,779,242","898,640","880,495","1,779,135",-51,-56,-107
전라남도 목포시 (4611000000),"106,535","107,759","214,294","106,416","107,740","214,156",-119,-19,-138,"106,416","107,740","214,156","106,310","107,673","213,983",-106,-67,-173,"106,310","107,673","213,983","106,108","107,551","213,659",-202,-122,-324,"106,108","107,551","213,659","105,983","107,393","213,376",-125,-158,-283,"105,983","107,393","213,376","105,918","107,254","213,172",-65,-139,-204,"105,918","107,254","213,172","105,827","107,119","212,946",-91,-135,-226,"105,827","107,119","212,946","105,598","106,904","212,502",-229,-215,-444,"105,598","106,904","212,502","105,457","106,687","212,144",-141,-217,-358,"105,457","106,687","212,144","105,033","106,224","211,257",-424,-463,-887,"105,033","106,224","211,257","104,769","106,037","210,806",-264,-187,-451,"104,769","106,037","210,806","104,642","105,849","210,491",-127,-188,-315,"104,642","105,849","210,491","104,514","105,747","210,261",-128,-102,-230,"104,514","105,747","210,261","104,326","105,564","209,890",-188,-183,-371,"104,326","105,564","209,890","104,067","105,222","209,289",-259,-342,-601,"104,067","105,222","209,289","103,627","104,705","208,332",-440,-517,-957,"103,627","104,705","208,332","103,330","104,378","207,708",-297,-327,-624,"103,330","104,378","207,708","103,057","104,161","207,218",-273,-217,-490,"103,057","104,161","207,218","102,869","104,011","206,880",-188,-150,-338,"102,869","104,011","206,880","102,604","103,835","206,439",-265,-176,-441,"102,604","103,835","206,439","102,264","103,518","205,782",-340,-317,-657,"102,264","103,518","205,782","102,012","103,229","205,241",-252,-289,-541,"102,012","103,229","205,241","101,779","103,053","204,832",-233,-176,-409,"101,779","103,053","204,832","101,365","102,622","203,987",-414,-431,-845,"101,365","102,622","203,987","100,792","101,969","202,761",-573,-653,"-1,226","100,792","101,969","202,761","100,455","101,548","202,003",-337,-421,-758
전라남도 여수시 (4613000000),"138,483","133,466","271,949","138,354","133,342","271,696",-129,-124,-253,"138,354","133,342","271,696","138,189","133,224","271,413",-165,-118,-283,"138,189","133,224","271,413","138,074","133,024","271,098",-115,-200,-315,"138,074","133,024","271,098","137,953","132,833","270,786",-121,-191,-312,"137,953","132,833","270,786","137,872","132,762","270,634",-81,-71,-152,"137,872","132,762","270,634","137,655","132,549","270,204",-217,-213,-430,"137,655","132,549","270,204","137,567","132,480","270,047",-88,-69,-157,"137,567","132,480","270,047","137,288","132,305","269,593",-279,-175,-454,"137,288","132,305","269,593","136,998","132,098","269,096",-290,-207,-497,"136,998","132,098","269,096","136,855","131,968","268,823",-143,-130,-273,"136,855","131,968","268,823","136,708","131,814","268,522",-147,-154,-301,"136,708","131,814","268,522","136,456","131,664","268,120",-252,-150,-402,"136,456","131,664","268,120","136,273","131,543","267,816",-183,-121,-304,"136,273","131,543","267,816","136,030","131,308","267,338",-243,-235,-478,"136,030","131,308","267,338","135,744","130,950","266,694",-286,-358,-644,"135,744","130,950","266,694","135,539","130,778","266,317",-205,-172,-377,"135,539","130,778","266,317","135,420","130,601","266,021",-119,-177,-296,"135,420","130,601","266,021","135,279","130,476","265,755",-141,-125,-266,"135,279","130,476","265,755","135,129","130,367","265,496",-150,-109,-259,"135,129","130,367","265,496","134,882","130,219","265,101",-247,-148,-395,"134,882","130,219","265,101","134,670","130,054","264,724",-212,-165,-377,"134,670","130,054","264,724","134,423","129,875","264,298",-247,-179,-426,"134,423","129,875","264,298","134,242","129,757","263,999",-181,-118,-299,"134,242","129,757","263,999","134,035","129,618","263,653",-207,-139,-346,"134,035","129,618","263,653","133,842","129,442","263,284",-193,-176,-369
전라남도 순천시 (4615000000),"138,844","139,415","278,259","138,814","139,323","278,137",-30,-92,-122,"138,814","139,323","278,137","138,728","139,222","277,950",-86,-101,-187,"138,728","139,222","277,950","138,644","139,002","277,646",-84,-220,-304,"138,644","139,002","277,646","138,599","138,940","277,539",-45,-62,-107,"138,599","138,940","277,539","138,512","138,830","277,342",-87,-110,-197,"138,512","138,830","277,342","138,462","138,731","277,193",-50,-99,-149,"138,462","138,731","277,193","138,316","138,670","276,986",-146,-61,-207,"138,316","138,670","276,986","138,236","138,565","276,801",-80,-105,-185,"138,236","138,565","276,801","138,115","138,436","276,551",-121,-129,-250,"138,115","138,436","276,551","138,009","138,366","276,375",-106,-70,-176,"138,009","138,366","276,375","137,888","138,260","276,148",-121,-106,-227,"137,888","138,260","276,148","137,894","138,232","276,126",6,-28,-22,"137,894","138,232","276,126","137,943","138,386","276,329",49,154,203,"137,943","138,386","276,329","137,835","138,318","276,153",-108,-68,-176,"137,835","138,318","276,153","137,725","138,123","275,848",-110,-195,-305,"137,725","138,123","275,848","137,615","138,040","275,655",-110,-83,-193,"137,615","138,040","275,655","137,609","137,954","275,563",-6,-86,-92,"137,609","137,954","275,563","137,545","137,864","275,409",-64,-90,-154,"137,545","137,864","275,409","137,554","137,798","275,352",9,-66,-57,"137,554","137,798","275,352","137,487","137,837","275,324",-67,39,-28,"137,487","137,837","275,324","137,414","137,730","275,144",-73,-107,-180,"137,414","137,730","275,144","137,384","137,687","275,071",-30,-43,-73,"137,384","137,687","275,071","137,569","137,904","275,473",185,217,402,"137,569","137,904","275,473","137,692","138,084","275,776",123,180,303,"137,692","138,084","275,776","137,558","137,934","275,492",-134,-150,-284
전라남도 나주시 (4617000000),"59,168","58,070","117,238","59,261","58,116","117,377",93,46,139,"59,261","58,116","117,377","59,209","58,053","117,262",-52,-63,-115,"59,209","58,053","117,262","59,240","58,048","117,288",31,-5,26,"59,240","58,048","117,288","59,138","57,965","117,103",-102,-83,-185,"59,138","57,965","117,103","59,125","57,918","117,043",-13,-47,-60,"59,125","57,918","117,043","59,108","57,875","116,983",-17,-43,-60,"59,108","57,875","116,983","59,074","57,894","116,968",-34,19,-15,"59,074","57,894","116,968","59,063","57,859","116,922",-11,-35,-46,"59,063","57,859","116,922","59,035","57,818","116,853",-28,-41,-69,"59,035","57,818","116,853","59,048","57,843","116,891",13,25,38,"59,048","57,843","116,891","58,983","57,769","116,752",-65,-74,-139,"58,983","57,769","116,752","58,912","57,792","116,704",-71,23,-48,"58,912","57,792","116,704","58,934","57,720","116,654",22,-72,-50,"58,934","57,720","116,654","58,969","57,741","116,710",35,21,56,"58,969","57,741","116,710","59,151","57,806","116,957",182,65,247,"59,151","57,806","116,957","59,247","57,828","117,075",96,22,118,"59,247","57,828","117,075","59,287","57,901","117,188",40,73,113,"59,287","57,901","117,188","59,301","57,902","117,203",14,1,15,"59,301","57,902","117,203","59,274","57,941","117,215",-27,39,12,"59,274","57,941","117,215","59,288","57,949","117,237",14,8,22,"59,288","57,949","117,237","59,272","57,923","117,195",-16,-26,-42,"59,272","57,923","117,195","59,271","57,924","117,195",-1,1,0,"59,271","57,924","117,195","59,270","57,903","117,173",-1,-21,-22,"59,270","57,903","117,173","59,234","57,827","117,061",-36,-76,-112,"59,234","57,827","117,061","59,263","57,813","117,076",29,-14,15
전라남도 광양시 (4623000000),"79,761","72,691","152,452","79,892","72,774","152,666",131,83,214,"79,892","72,774","152,666","80,012","72,841","152,853",120,67,187,"80,012","72,841","152,853","80,047","72,771","152,818",35,-70,-35,"80,047","72,771","152,818","80,043","72,736","152,779",-4,-35,-39,"80,043","72,736","152,779","80,033","72,737","152,770",-10,1,-9,"80,033","72,737","152,770","80,128","72,777","152,905",95,40,135,"80,128","72,777","152,905","80,277","72,887","153,164",149,110,259,"80,277","72,887","153,164","80,479","73,117","153,596",202,230,432,"80,479","73,117","153,596","80,705","73,314","154,019",226,197,423,"80,705","73,314","154,019","80,852","73,414","154,266",147,100,247,"80,852","73,414","154,266","80,929","73,447","154,376",77,33,110,"80,929","73,447","154,376","81,044","73,548","154,592",115,101,216,"81,044","73,548","154,592","81,108","73,584","154,692",64,36,100,"81,108","73,584","154,692","81,234","73,680","154,914",126,96,222,"81,234","73,680","154,914","81,289","73,681","154,970",55,1,56,"81,289","73,681","154,970","81,293","73,675","154,968",4,-6,-2,"81,293","73,675","154,968","81,381","73,692","155,073",88,17,105,"81,381","73,692","155,073","81,449","73,750","155,199",68,58,126,"81,449","73,750","155,199","81,514","73,803","155,317",65,53,118,"81,514","73,803","155,317","81,534","73,769","155,303",20,-34,-14,"81,534","73,769","155,303","81,509","73,752","155,261",-25,-17,-42,"81,509","73,752","155,261","81,527","73,770","155,297",18,18,36,"81,527","73,770","155,297","81,530","73,751","155,281",3,-19,-16,"81,530","73,751","155,281","81,461","73,722","155,183",-69,-29,-98,"81,461","73,722","155,183","81,469","73,790","155,259",8,68,76
전라남도 담양군 (4671000000),"22,909","22,399","45,308","22,961","22,412","45,373",52,13,65,"22,961","22,412","45,373","22,899","22,373","45,272",-62,-39,-101,"22,899","22,373","45,272","22,852","22,313","45,165",-47,-60,-107,"22,852","22,313","45,165","22,802","22,257","45,059",-50,-56,-106,"22,802","22,257","45,059","22,778","22,229","45,007",-24,-28,-52,"22,778","22,229","45,007","22,804","22,262","45,066",26,33,59,"22,804","22,262","45,066","22,777","22,254","45,031",-27,-8,-35,"22,777","22,254","45,031","22,689","22,224","44,913",-88,-30,-118,"22,689","22,224","44,913","22,620","22,192","44,812",-69,-32,-101,"22,620","22,192","44,812","22,594","22,206","44,800",-26,14,-12,"22,594","22,206","44,800","22,548","22,130","44,678",-46,-76,-122,"22,548","22,130","44,678","22,528","22,127","44,655",-20,-3,-23,"22,528","22,127","44,655","22,516","22,107","44,623",-12,-20,-32,"22,516","22,107","44,623","22,481","22,088","44,569",-35,-19,-54,"22,481","22,088","44,569","22,448","22,013","44,461",-33,-75,-108,"22,448","22,013","44,461","22,447","22,011","44,458",-1,-2,-3,"22,447","22,011","44,458","22,447","22,004","44,451",0,-7,-7,"22,447","22,004","44,451","22,427","21,975","44,402",-20,-29,-49,"22,427","21,975","44,402","22,418","21,966","44,384",-9,-9,-18,"22,418","21,966","44,384","22,397","21,917","44,314",-21,-49,-70,"22,397","21,917","44,314","22,384","21,888","44,272",-13,-29,-42,"22,384","21,888","44,272","22,342","21,853","44,195",-42,-35,-77,"22,342","21,853","44,195","22,325","21,876","44,201",-17,23,6,"22,325","21,876","44,201","22,302","21,862","44,164",-23,-14,-37,"22,302","21,862","44,164","22,300","21,877","44,177",-2,15,13
전라남도 곡성군 (4672000000),"13,376","13,544","26,920","13,375","13,530","26,905",-1,-14,-15,"13,375","13,530","26,905","13,335","13,509","26,844",-40,-21,-61,"13,335","13,509","26,844","13,304","13,499","26,803",-31,-10,-41,"13,304","13,499","26,803","13,283","13,485","26,768",-21,-14,-35,"13,283","13,485","26,768","13,286","13,483","26,769",3,-2,1,"13,286","13,483","26,769","13,282","13,467","26,749",-4,-16,-20,"13,282","13,467","26,749","13,266","13,449","26,715",-16,-18,-34,"13,266","13,449","26,715","13,263","13,426","26,689",-3,-23,-26,"13,263","13,426","26,689","13,227","13,408","26,635",-36,-18,-54,"13,227","13,408","26,635","13,236","13,402","26,638",9,-6,3,"13,236","13,402","26,638","13,226","13,404","26,630",-10,2,-8,"13,226","13,404","26,630","13,200","13,390","26,590",-26,-14,-40,"13,200","13,390","26,590","13,192","13,374","26,566",-8,-16,-24,"13,192","13,374","26,566","13,180","13,368","26,548",-12,-6,-18,"13,180","13,368","26,548","13,199","13,354","26,553",19,-14,5,"13,199","13,354","26,553","13,223","13,358","26,581",24,4,28,"13,223","13,358","26,581","13,237","13,372","26,609",14,14,28,"13,237","13,372","26,609","13,254","13,353","26,607",17,-19,-2,"13,254","13,353","26,607","13,278","13,335","26,613",24,-18,6,"13,278","13,335","26,613","13,267","13,324","26,591",-11,-11,-22,"13,267","13,324","26,591","13,283","13,309","26,592",16,-15,1,"13,283","13,309","26,592","13,276","13,321","26,597",-7,12,5,"13,276","13,321","26,597","13,273","13,348","26,621",-3,27,24,"13,273","13,348","26,621","13,297","13,397","26,694",24,49,73,"13,297","13,397","26,694","13,565","13,722","27,287",268,325,593
전라남도 구례군 (4673000000),"11,902","12,452","24,354","11,890","12,424","24,314",-12,-28,-40,"11,890","12,424","24,314","11,871","12,406","24,277",-19,-18,-37,"11,871","12,406","24,277","11,858","12,412","24,270",-13,6,-7,"11,858","12,412","24,270","11,826","12,370","24,196",-32,-42,-74,"11,826","12,370","24,196","11,809","12,356","24,165",-17,-14,-31,"11,809","12,356","24,165","11,805","12,359","24,164",-4,3,-1,"11,805","12,359","24,164","11,794","12,340","24,134",-11,-19,-30,"11,794","12,340","24,134","11,780","12,315","24,095",-14,-25,-39,"11,780","12,315","24,095","11,774","12,309","24,083",-6,-6,-12,"11,774","12,309","24,083","11,755","12,301","24,056",-19,-8,-27,"11,755","12,301","24,056","11,764","12,296","24,060",9,-5,4,"11,764","12,296","24,060","11,750","12,297","24,047",-14,1,-13,"11,750","12,297","24,047","11,736","12,289","24,025",-14,-8,-22,"11,736","12,289","24,025","11,724","12,278","24,002",-12,-11,-23,"11,724","12,278","24,002","11,706","12,298","24,004",-18,20,2,"11,706","12,298","24,004","11,709","12,265","23,974",3,-33,-30,"11,709","12,265","23,974","11,720","12,256","23,976",11,-9,2,"11,720","12,256","23,976","11,703","12,239","23,942",-17,-17,-34,"11,703","12,239","23,942","11,694","12,233","23,927",-9,-6,-15,"11,694","12,233","23,927","11,671","12,226","23,897",-23,-7,-30,"11,671","12,226","23,897","11,664","12,201","23,865",-7,-25,-32,"11,664","12,201","23,865","11,650","12,191","23,841",-14,-10,-24,"11,650","12,191","23,841","11,633","12,176","23,809",-17,-15,-32,"11,633","12,176","23,809","11,639","12,156","23,795",6,-20,-14,"11,639","12,156","23,795","11,639","12,164","23,803",0,8,8
전라남도 고흥군 (4677000000),"29,912","31,257","61,169","29,893","31,220","61,113",-19,-37,-56,"29,893","31,220","61,113","29,849","31,208","61,057",-44,-12,-56,"29,849","31,208","61,057","29,789","31,144","60,933",-60,-64,-124,"29,789","31,144","60,933","29,808","31,063","60,871",19,-81,-62,"29,808","31,063","60,871","29,803","31,029","60,832",-5,-34,-39,"29,803","31,029","60,832","29,748","30,974","60,722",-55,-55,-110,"29,748","30,974","60,722","29,730","30,942","60,672",-18,-32,-50,"29,730","30,942","60,672","29,710","30,895","60,605",-20,-47,-67,"29,710","30,895","60,605","29,703","30,832","60,535",-7,-63,-70,"29,703","30,832","60,535","29,645","30,740","60,385",-58,-92,-150,"29,645","30,740","60,385","29,630","30,702","60,332",-15,-38,-53,"29,630","30,702","60,332","29,606","30,667","60,273",-24,-35,-59,"29,606","30,667","60,273","29,597","30,593","60,190",-9,-74,-83,"29,597","30,593","60,190","29,548","30,552","60,100",-49,-41,-90,"29,548","30,552","60,100","29,575","30,518","60,093",27,-34,-7,"29,575","30,518","60,093","29,574","30,478","60,052",-1,-40,-41,"29,574","30,478","60,052","29,603","30,425","60,028",29,-53,-24,"29,603","30,425","60,028","29,610","30,381","59,991",7,-44,-37,"29,610","30,381","59,991","29,561","30,337","59,898",-49,-44,-93,"29,561","30,337","59,898","29,520","30,285","59,805",-41,-52,-93,"29,520","30,285","59,805","29,480","30,232","59,712",-40,-53,-93,"29,480","30,232","59,712","29,476","30,193","59,669",-4,-39,-43,"29,476","30,193","59,669","29,445","30,131","59,576",-31,-62,-93,"29,445","30,131","59,576","29,421","30,086","59,507",-24,-45,-69,"29,421","30,086","59,507","29,431","30,024","59,455",10,-62,-52
전라남도 보성군 (4678000000),"18,500","19,249","37,749","18,465","19,221","37,686",-35,-28,-63,"18,465","19,221","37,686","18,435","19,184","37,619",-30,-37,-67,"18,435","19,184","37,619","18,399","19,163","37,562",-36,-21,-57,"18,399","19,163","37,562","18,372","19,148","37,520",-27,-15,-42,"18,372","19,148","37,520","18,355","19,128","37,483",-17,-20,-37,"18,355","19,128","37,483","18,374","19,087","37,461",19,-41,-22,"18,374","19,087","37,461","18,357","19,044","37,401",-17,-43,-60,"18,357","19,044","37,401","18,314","19,001","37,315",-43,-43,-86,"18,314","19,001","37,315","18,276","18,971","37,247",-38,-30,-68,"18,276","18,971","37,247","18,229","18,935","37,164",-47,-36,-83,"18,229","18,935","37,164","18,213","18,886","37,099",-16,-49,-65,"18,213","18,886","37,099","18,216","18,854","37,070",3,-32,-29,"18,216","18,854","37,070","18,204","18,841","37,045",-12,-13,-25,"18,204","18,841","37,045","18,250","18,899","37,149",46,58,104,"18,250","18,899","37,149","18,200","18,807","37,007",-50,-92,-142,"18,200","18,807","37,007","18,172","18,802","36,974",-28,-5,-33,"18,172","18,802","36,974","18,157","18,790","36,947",-15,-12,-27,"18,157","18,790","36,947","18,138","18,735","36,873",-19,-55,-74,"18,138","18,735","36,873","18,110","18,736","36,846",-28,1,-27,"18,110","18,736","36,846","18,078","18,718","36,796",-32,-18,-50,"18,078","18,718","36,796","18,036","18,684","36,720",-42,-34,-76,"18,036","18,684","36,720","18,039","18,645","36,684",3,-39,-36,"18,039","18,645","36,684","18,040","18,620","36,660",1,-25,-24,"18,040","18,620","36,660","18,017","18,617","36,634",-23,-3,-26,"18,017","18,617","36,634","18,111","18,747","36,858",94,130,224
전라남도 화순군 (4679000000),"30,357","30,974","61,331","30,322","30,932","61,254",-35,-42,-77,"30,322","30,932","61,254","30,278","30,899","61,177",-44,-33,-77,"30,278","30,899","61,177","30,270","30,818","61,088",-8,-81,-89,"30,270","30,818","61,088","30,200","30,766","60,966",-70,-52,-122,"30,200","30,766","60,966","30,186","30,760","60,946",-14,-6,-20,"30,186","30,760","60,946","30,197","30,726","60,923",11,-34,-23,"30,197","30,726","60,923","30,210","30,731","60,941",13,5,18,"30,210","30,731","60,941","30,203","30,716","60,919",-7,-15,-22,"30,203","30,716","60,919","30,221","30,722","60,943",18,6,24,"30,221","30,722","60,943","30,189","30,697","60,886",-32,-25,-57,"30,189","30,697","60,886","30,168","30,683","60,851",-21,-14,-35,"30,168","30,683","60,851","30,137","30,695","60,832",-31,12,-19,"30,137","30,695","60,832","30,077","30,658","60,735",-60,-37,-97,"30,077","30,658","60,735","30,078","30,659","60,737",1,1,2,"30,078","30,659","60,737","29,986","30,620","60,606",-92,-39,-131,"29,986","30,620","60,606","29,970","30,612","60,582",-16,-8,-24,"29,970","30,612","60,582","30,006","30,594","60,600",36,-18,18,"30,006","30,594","60,600","29,997","30,564","60,561",-9,-30,-39,"29,997","30,564","60,561","29,979","30,519","60,498",-18,-45,-63,"29,979","30,519","60,498","29,929","30,470","60,399",-50,-49,-99,"29,929","30,470","60,399","29,914","30,456","60,370",-15,-14,-29,"29,914","30,456","60,370","29,933","30,451","60,384",19,-5,14,"29,933","30,451","60,384","29,894","30,374","60,268",-39,-77,-116,"29,894","30,374","60,268","29,902","30,391","60,293",8,17,25,"29,902","30,391","60,293","29,857","30,358","60,215",-45,-33,-78
