발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2007,남녀전체,00. All cancers,모든암,60-64세,19034,971.8
2007,남녀전체,00. All cancers,모든암,65-69세,23120,1262.9
2007,남녀전체,00. All cancers,모든암,70-74세,20706,1559
2007,남녀전체,00. All cancers,모든암,75-79세,14283,1748.1
2007,남녀전체,00. All cancers,모든암,80-84세,8118,1795.1
2007,남녀전체,00. All cancers,모든암,85세이상,4388,1561.5
2007,남녀전체,00. All cancers,모든암,연령전체,168162,342.3
2007,남자,00. All cancers,모든암,00-04세,259,21.6
2007,남자,00. All cancers,모든암,05-09세,169,10.6
2007,남자,00. All cancers,모든암,10-14세,230,12.3
2007,남자,00. All cancers,모든암,15-19세,280,16.3
2007,남자,00. All cancers,모든암,20-24세,357,20.3
2007,남자,00. All cancers,모든암,25-29세,614,29.9
2007,남자,00. All cancers,모든암,30-34세,1142,54.3
2007,남자,00. All cancers,모든암,35-39세,2090,89.8
2007,남자,00. All cancers,모든암,40-44세,3580,167.4
2007,남자,00. All cancers,모든암,45-49세,6488,295.6
2007,남자,00. All cancers,모든암,50-54세,8488,511.9
2007,남자,00. All cancers,모든암,55-59세,10126,848.3
2007,남자,00. All cancers,모든암,60-64세,11891,1266.8
2007,남자,00. All cancers,모든암,65-69세,15023,1808.6
2007,남자,00. All cancers,모든암,70-74세,13361,2439.9
2007,남자,00. All cancers,모든암,75-79세,8233,2894.4
2007,남자,00. All cancers,모든암,80-84세,4264,3020.5
2007,남자,00. All cancers,모든암,85세이상,2006,2790
2007,남자,00. All cancers,모든암,연령전체,88601,359.8
2007,여자,00. All cancers,모든암,00-04세,209,18.7
2007,여자,00. All cancers,모든암,05-09세,137,9.4
2007,여자,00. All cancers,모든암,10-14세,199,12
2007,여자,00. All cancers,모든암,15-19세,296,19.2
2007,여자,00. All cancers,모든암,20-24세,576,35.3
2007,여자,00. All cancers,모든암,25-29세,1500,76.6
2007,여자,00. All cancers,모든암,30-34세,3031,149.3
2007,여자,00. All cancers,모든암,35-39세,5051,224.2
2007,여자,00. All cancers,모든암,40-44세,7235,356.4
2007,여자,00. All cancers,모든암,45-49세,10098,473
2007,여자,00. All cancers,모든암,50-54세,9017,549.5
2007,여자,00. All cancers,모든암,55-59세,7341,607.2
2007,여자,00. All cancers,모든암,60-64세,7143,700.3
2007,여자,00. All cancers,모든암,65-69세,8097,809.7
2007,여자,00. All cancers,모든암,70-74세,7345,941
2007,여자,00. All cancers,모든암,75-79세,6050,1136
2007,여자,00. All cancers,모든암,80-84세,3854,1239
2007,여자,00. All cancers,모든암,85세이상,2382,1139.1
2007,여자,00. All cancers,모든암,연령전체,79561,324.7
2008,남녀전체,00. All cancers,모든암,00-04세,466,20.2
2008,남녀전체,00. All cancers,모든암,05-09세,286,9.9
2008,남녀전체,00. All cancers,모든암,10-14세,424,12.3
2008,남녀전체,00. All cancers,모든암,15-19세,620,18.5
2008,남녀전체,00. All cancers,모든암,20-24세,997,30.9
2008,남녀전체,00. All cancers,모든암,25-29세,2510,62
2008,남녀전체,00. All cancers,모든암,30-34세,4523,113.4
2008,남녀전체,00. All cancers,모든암,35-39세,8049,175.7
2008,남녀전체,00. All cancers,모든암,40-44세,11868,281.1
2008,남녀전체,00. All cancers,모든암,45-49세,18118,413.6
2008,남녀전체,00. All cancers,모든암,50-54세,19837,565.9
2008,남녀전체,00. All cancers,모든암,55-59세,18825,757.2
2008,남녀전체,00. All cancers,모든암,60-64세,20010,1001.2
2008,남녀전체,00. All cancers,모든암,65-69세,24762,1295.7
2008,남녀전체,00. All cancers,모든암,70-74세,22273,1588.9
2008,남녀전체,00. All cancers,모든암,75-79세,15488,1785.2
2008,남녀전체,00. All cancers,모든암,80-84세,8595,1804.4
2008,남녀전체,00. All cancers,모든암,85세이상,5031,1630.2
2008,남녀전체,00. All cancers,모든암,연령전체,182682,369.8
2008,남자,00. All cancers,모든암,00-04세,251,21.1
2008,남자,00. All cancers,모든암,05-09세,170,11.3
2008,남자,00. All cancers,모든암,10-14세,225,12.3
2008,남자,00. All cancers,모든암,15-19세,321,18
2008,남자,00. All cancers,모든암,20-24세,347,20.7
2008,남자,00. All cancers,모든암,25-29세,673,32.4
2008,남자,00. All cancers,모든암,30-34세,1193,58.7
2008,남자,00. All cancers,모든암,35-39세,2258,96.7
2008,남자,00. All cancers,모든암,40-44세,3855,179
2008,남자,00. All cancers,모든암,45-49세,6889,309.8
2008,남자,00. All cancers,모든암,50-54세,9436,534.1
2008,남자,00. All cancers,모든암,55-59세,10602,858.2
2008,남자,00. All cancers,모든암,60-64세,12318,1276.4
2008,남자,00. All cancers,모든암,65-69세,16216,1859.3
2008,남자,00. All cancers,모든암,70-74세,14256,2431.8
2008,남자,00. All cancers,모든암,75-79세,9138,2971.1
2008,남자,00. All cancers,모든암,80-84세,4551,3079
2008,남자,00. All cancers,모든암,85세이상,2243,2836.1
2008,남자,00. All cancers,모든암,연령전체,94942,383.5
2008,여자,00. All cancers,모든암,00-04세,215,19.3
2008,여자,00. All cancers,모든암,05-09세,116,8.4
2008,여자,00. All cancers,모든암,10-14세,199,12.2
2008,여자,00. All cancers,모든암,15-19세,299,18.9
2008,여자,00. All cancers,모든암,20-24세,650,42
2008,여자,00. All cancers,모든암,25-29세,1837,93.1
2008,여자,00. All cancers,모든암,30-34세,3330,170.1
2008,여자,00. All cancers,모든암,35-39세,5791,257.8
2008,여자,00. All cancers,모든암,40-44세,8013,387.4
2008,여자,00. All cancers,모든암,45-49세,11229,520.7
2008,여자,00. All cancers,모든암,50-54세,10401,598.2
2008,여자,00. All cancers,모든암,55-59세,8223,657.4
2008,여자,00. All cancers,모든암,60-64세,7692,744.2
2008,여자,00. All cancers,모든암,65-69세,8546,822.6
2008,여자,00. All cancers,모든암,70-74세,8017,983
2008,여자,00. All cancers,모든암,75-79세,6350,1134
2008,여자,00. All cancers,모든암,80-84세,4044,1230.9
2008,여자,00. All cancers,모든암,85세이상,2788,1214.7
2008,여자,00. All cancers,모든암,연령전체,87740,356
2009,남녀전체,00. All cancers,모든암,00-04세,489,21.5
2009,남녀전체,00. All cancers,모든암,05-09세,271,9.9
2009,남녀전체,00. All cancers,모든암,10-14세,435,12.9
2009,남녀전체,00. All cancers,모든암,15-19세,605,17.6
2009,남녀전체,00. All cancers,모든암,20-24세,952,30.2
2009,남녀전체,00. All cancers,모든암,25-29세,2693,67.7
2009,남녀전체,00. All cancers,모든암,30-34세,4962,127.6
2009,남녀전체,00. All cancers,모든암,35-39세,8988,198.3
2009,남녀전체,00. All cancers,모든암,40-44세,12942,298.8
2009,남녀전체,00. All cancers,모든암,45-49세,18564,424.9
2009,남녀전체,00. All cancers,모든암,50-54세,22218,594.2
2009,남녀전체,00. All cancers,모든암,55-59세,19774,764.8
2009,남녀전체,00. All cancers,모든암,60-64세,21832,1046
2009,남녀전체,00. All cancers,모든암,65-69세,25660,1337.2
2009,남녀전체,00. All cancers,모든암,70-74세,24299,1642.4
2009,남녀전체,00. All cancers,모든암,75-79세,16932,1828.9
2009,남녀전체,00. All cancers,모든암,80-84세,9549,1865.8
2009,남녀전체,00. All cancers,모든암,85세이상,5400,1623.9
2009,남녀전체,00. All cancers,모든암,연령전체,196565,395.8
2009,남자,00. All cancers,모든암,00-04세,282,24
2009,남자,00. All cancers,모든암,05-09세,150,10.5
2009,남자,00. All cancers,모든암,10-14세,232,13.1
2009,남자,00. All cancers,모든암,15-19세,308,16.8
2009,남자,00. All cancers,모든암,20-24세,360,21.9
2009,남자,00. All cancers,모든암,25-29세,698,34.2
2009,남자,00. All cancers,모든암,30-34세,1310,66.1
2009,남자,00. All cancers,모든암,35-39세,2516,108.8
2009,남자,00. All cancers,모든암,40-44세,4106,186.4
2009,남자,00. All cancers,모든암,45-49세,6856,308.5
2009,남자,00. All cancers,모든암,50-54세,10277,545.3
2009,남자,00. All cancers,모든암,55-59세,10921,849.5
2009,남자,00. All cancers,모든암,60-64세,13475,1326.8
2009,남자,00. All cancers,모든암,65-69세,16663,1895.4
2009,남자,00. All cancers,모든암,70-74세,15664,2501
2009,남자,00. All cancers,모든암,75-79세,10033,2995.5
2009,남자,00. All cancers,모든암,80-84세,4936,3122.2
2009,남자,00. All cancers,모든암,85세이상,2386,2787.4
2009,남자,00. All cancers,모든암,연령전체,101173,406.7
2009,여자,00. All cancers,모든암,00-04세,207,18.8
2009,여자,00. All cancers,모든암,05-09세,121,9.3
2009,여자,00. All cancers,모든암,10-14세,203,12.7
2009,여자,00. All cancers,모든암,15-19세,297,18.4
2009,여자,00. All cancers,모든암,20-24세,592,39.3
2009,여자,00. All cancers,모든암,25-29세,1995,102.9
2009,여자,00. All cancers,모든암,30-34세,3652,191.7
2009,여자,00. All cancers,모든암,35-39세,6472,291.5
2009,여자,00. All cancers,모든암,40-44세,8836,415
2009,여자,00. All cancers,모든암,45-49세,11708,545.4
2009,여자,00. All cancers,모든암,50-54세,11941,644
2009,여자,00. All cancers,모든암,55-59세,8853,681.1
2009,여자,00. All cancers,모든암,60-64세,8357,779.8
2009,여자,00. All cancers,모든암,65-69세,8997,865.3
2009,여자,00. All cancers,모든암,70-74세,8635,1012.1
2009,여자,00. All cancers,모든암,75-79세,6899,1167.6
2009,여자,00. All cancers,모든암,80-84세,4613,1304.3
2009,여자,00. All cancers,모든암,85세이상,3014,1220.6
2009,여자,00. All cancers,모든암,연령전체,95392,385
2010,남녀전체,00. All cancers,모든암,00-04세,498,21.8
2010,남녀전체,00. All cancers,모든암,05-09세,270,10.6
2010,남녀전체,00. All cancers,모든암,10-14세,418,12.7
2010,남녀전체,00. All cancers,모든암,15-19세,677,19.2
2010,남녀전체,00. All cancers,모든암,20-24세,1027,32.8
2010,남녀전체,00. All cancers,모든암,25-29세,2826,74.4
2010,남녀전체,00. All cancers,모든암,30-34세,5382,138.2
2010,남녀전체,00. All cancers,모든암,35-39세,9362,211.3
2010,남녀전체,00. All cancers,모든암,40-44세,13674,310.5
2010,남녀전체,00. All cancers,모든암,45-49세,19245,446.3
2010,남녀전체,00. All cancers,모든암,50-54세,24056,609.7
2010,남녀전체,00. All cancers,모든암,55-59세,22100,794.6
2010,남녀전체,00. All cancers,모든암,60-64세,22826,1043
2010,남녀전체,00. All cancers,모든암,65-69세,25707,1350
2010,남녀전체,00. All cancers,모든암,70-74세,25442,1655.2
2010,남녀전체,00. All cancers,모든암,75-79세,18668,1867.6
2010,남녀전체,00. All cancers,모든암,80-84세,10286,1858.6
2010,남녀전체,00. All cancers,모든암,85세이상,5994,1694
2010,남녀전체,00. All cancers,모든암,연령전체,208458,417.9
2010,남자,00. All cancers,모든암,00-04세,284,24.1
2010,남자,00. All cancers,모든암,05-09세,152,11.4
2010,남자,00. All cancers,모든암,10-14세,234,13.6
2010,남자,00. All cancers,모든암,15-19세,343,18.3
2010,남자,00. All cancers,모든암,20-24세,336,20.5
2010,남자,00. All cancers,모든암,25-29세,732,37.5
2010,남자,00. All cancers,모든암,30-34세,1371,69.1
2010,남자,00. All cancers,모든암,35-39세,2575,113.9
2010,남자,00. All cancers,모든암,40-44세,4189,187.2
2010,남자,00. All cancers,모든암,45-49세,6985,318
2010,남자,00. All cancers,모든암,50-54세,10974,552.3
2010,남자,00. All cancers,모든암,55-59세,12109,876
2010,남자,00. All cancers,모든암,60-64세,13910,1300.7
2010,남자,00. All cancers,모든암,65-69세,16581,1889.7
2010,남자,00. All cancers,모든암,70-74세,16387,2492.5
2010,남자,00. All cancers,모든암,75-79세,11099,2996
2010,남자,00. All cancers,모든암,80-84세,5266,3088.8
2010,남자,00. All cancers,모든암,85세이상,2686,2954.8
2010,남자,00. All cancers,모든암,연령전체,106213,425.2
2010,여자,00. All cancers,모든암,00-04세,214,19.4
2010,여자,00. All cancers,모든암,05-09세,118,9.6
2010,여자,00. All cancers,모든암,10-14세,184,11.7
2010,여자,00. All cancers,모든암,15-19세,334,20.3
2010,여자,00. All cancers,모든암,20-24세,691,46.4
2010,여자,00. All cancers,모든암,25-29세,2094,113.3
2010,여자,00. All cancers,모든암,30-34세,4011,210.2
2010,여자,00. All cancers,모든암,35-39세,6787,312.6
2010,여자,00. All cancers,모든암,40-44세,9485,438
2010,여자,00. All cancers,모든암,45-49세,12260,579.5
2010,여자,00. All cancers,모든암,50-54세,13082,668
2010,여자,00. All cancers,모든암,55-59세,9991,714.2
2010,여자,00. All cancers,모든암,60-64세,8916,796.7
2010,여자,00. All cancers,모든암,65-69세,9126,888.7
2010,여자,00. All cancers,모든암,70-74세,9055,1029.4
2010,여자,00. All cancers,모든암,75-79세,7569,1203.1
2010,여자,00. All cancers,모든암,80-84세,5020,1310.9
2010,여자,00. All cancers,모든암,85세이상,3308,1258.1
2010,여자,00. All cancers,모든암,연령전체,102245,410.6
2011,남녀전체,00. All cancers,모든암,00-04세,493,21.3
2011,남녀전체,00. All cancers,모든암,05-09세,261,10.9
2011,남녀전체,00. All cancers,모든암,10-14세,441,13.8
2011,남녀전체,00. All cancers,모든암,15-19세,666,18.8
2011,남녀전체,00. All cancers,모든암,20-24세,1149,36.4
2011,남녀전체,00. All cancers,모든암,25-29세,2814,78.2
2011,남녀전체,00. All cancers,모든암,30-34세,5931,150.1
2011,남녀전체,00. All cancers,모든암,35-39세,9745,228
2011,남녀전체,00. All cancers,모든암,40-44세,14953,332.8
2011,남녀전체,00. All cancers,모든암,45-49세,19242,456.4
2011,남녀전체,00. All cancers,모든암,50-54세,26576,641.8
2011,남녀전체,00. All cancers,모든암,55-59세,24884,819.9
2011,남녀전체,00. All cancers,모든암,60-64세,24871,1098
2011,남녀전체,00. All cancers,모든암,65-69세,25890,1373.2
2011,남녀전체,00. All cancers,모든암,70-74세,26475,1664
2011,남녀전체,00. All cancers,모든암,75-79세,20507,1898.1
2011,남녀전체,00. All cancers,모든암,80-84세,11344,1915.8
2011,남녀전체,00. All cancers,모든암,85세이상,6422,1705.1
2011,남녀전체,00. All cancers,모든암,연령전체,222664,444.3
2011,남자,00. All cancers,모든암,00-04세,274,23
2011,남자,00. All cancers,모든암,05-09세,136,10.9
2011,남자,00. All cancers,모든암,10-14세,224,13.4
2011,남자,00. All cancers,모든암,15-19세,326,17.3
2011,남자,00. All cancers,모든암,20-24세,412,24.8
2011,남자,00. All cancers,모든암,25-29세,785,42.4
2011,남자,00. All cancers,모든암,30-34세,1558,77.3
2011,남자,00. All cancers,모든암,35-39세,2689,123.5
2011,남자,00. All cancers,모든암,40-44세,4495,197.2
2011,남자,00. All cancers,모든암,45-49세,6761,313.6
2011,남자,00. All cancers,모든암,50-54세,11707,561.5
2011,남자,00. All cancers,모든암,55-59세,13326,884.2
2011,남자,00. All cancers,모든암,60-64세,15003,1354.2
2011,남자,00. All cancers,모든암,65-69세,16581,1892.9
2011,남자,00. All cancers,모든암,70-74세,17030,2479.4
2011,남자,00. All cancers,모든암,75-79세,12387,3023.7
2011,남자,00. All cancers,모든암,80-84세,5955,3256.1
2011,남자,00. All cancers,모든암,85세이상,2800,2922.2
2011,남자,00. All cancers,모든암,연령전체,112449,448.3
2011,여자,00. All cancers,모든암,00-04세,219,19.5
2011,여자,00. All cancers,모든암,05-09세,125,10.8
2011,여자,00. All cancers,모든암,10-14세,217,14.2
2011,여자,00. All cancers,모든암,15-19세,340,20.5
2011,여자,00. All cancers,모든암,20-24세,737,49.2
2011,여자,00. All cancers,모든암,25-29세,2029,116.2
2011,여자,00. All cancers,모든암,30-34세,4373,225.9
2011,여자,00. All cancers,모든암,35-39세,7056,336.5
2011,여자,00. All cancers,모든암,40-44세,10458,472.4
2011,여자,00. All cancers,모든암,45-49세,12481,605.9
2011,여자,00. All cancers,모든암,50-54세,14869,723.3
2011,여자,00. All cancers,모든암,55-59세,11558,756.4
2011,여자,00. All cancers,모든암,60-64세,9868,852.7
2011,여자,00. All cancers,모든암,65-69세,9309,922.1
2011,여자,00. All cancers,모든암,70-74세,9445,1044.6
